reviewer,stars,title,review,date
Janine,5,Could Change Your View of Success,"Could Change Your View of Success. This is a very well written book that outlines how it's not just the individual who creates his/her own success, but how success is dependent on a number of factors that are completely outside of his/her control.  He emphasizes the need for hard work - 10,000 hours - a message I believe we don't spend enough time advocating to our children today and he raises what I would consider some valid concerns about our public school system that seems to validate what is also advocated by Thomas Friedman in The World is Flat.  What we need now is a book that provides some concrete recommendations that can balance the need to better educate ALL children while still allowing them to have ""free time"" to think, as is urged by professionals like Ned Hallowell, to avoid being ""Crazy Busy"".  The narrator/author has a voice you want to listen to and his personal story at the end should make him more real to you.",2009-02-15
Andrew,5,Incredibly insightful,"Incredibly insightful. Whether you can put what M.G. says into practice for your own gain or not, this book really makes you think differently.  Its tough to argue with the inferences made from the facts he lays out.",2009-02-13
Karla,5,Great Book!,"Great Book!. I usually listen to fiction, but the summary caught my attention and I was intrigued.  I am so glad!  I thoroughly enjoyed listening to this book and was as enthralled as if listening to a thriller.  It flows well, and I really like the anecdotal supporting stories.",2009-01-24
Brian,5,WOW!!,"WOW!!. LOVED IT!!! very interesting book, i needed it for my statistics class and i thought it was worth reading",2009-01-17
Yonathan,4,very insightful and provocative,"very insightful and provocative. The invocation of Hofstede's theory of social power distribution (PDI) was quite refreshing, and how one's socio-cultural background has so much influence on his/her success on the world stage. Gladwell writes so clear and concise that taking a break from the book was nearly impossible!",2009-01-17
Greg,5,"Good stories, great lessons","Good stories, great lessons. Gladwell uses compelling stories to make a convincing case. On top of it being a well-written, well researched book, he narrates his work effectively and beautifully.",2009-01-04
C,4,Lucid and Entertaining,"Lucid and Entertaining. This and an additional title, Cradle to Cradle, were compelling listening.  This book initially talks about the source of success but the thought provoking information goes much further. Read this for light entertainment or for much deeper reflection - it has the uncanny ability to reach eash of us where we are.",2009-01-02
Shaw,5,Love it,Love it. I love this book; it's a great inside on how little things in life change your future. On how experience make a difference in one's life.,2008-12-23
William,5,"A book of ""WOW!""","A book of ""WOW!"". This book makes me think of the proverb ""The bread not to the wise, the race not to the swift, and the battle not to the warrior for time and chance over take us all.""",2008-12-09
Don,5,Wonderful!,"Wonderful!. Gladwell, once again, reveals the secrets behind the ""obvious.""  The chapter on Korean Air going from dangerous to one of the safest airlines is amazing.  Great work!",2008-11-20
Scott,1,Stupidity goes unanswered,Stupidity goes unanswered. Mr. Gladwell needs to better understand the statistical significance of an outlier (and the definition of multicollinerity). Correlation of independent variables is skewing Gladwell's message and he doesn't even realize it.,2009-08-18
Randy,o,Outliers,Outliers. an Eye opener,2009-03-22
Yigosh,1,How could this be a bestseller,,2016-02-16
Hilary,5,Always Excellent,,2015-01-29
Karen,5,Mellow voice. Great content.,,2014-06-05
chip knight,5,Great book,,2014-05-05
Jesse,5,"Required for college, became a lifetime fan!",,2014-04-14
Jermey Johnson,5,Fascinating analysis of success,,2014-03-29
Diana,5,As good as every,,2014-03-08
Matthew,5,Great Book!,,2014-02-28
C. Palmer,5,Excellent,Excellent. A great book.  Gladwell hones in on aspects I have rarely thought about.  First rate writing.,2014-02-19
Pattie,5,Fantastic!,,2013-10-28
Yang,5,"Innovative, Creative, and Insightful",,2013-10-15
Robert,5,Great book,,2013-10-01
BaconLover,5,Even better that Tipping Point or Blink,"Even better that Tipping Point or Blink. This is an extremely engaging book about how our environment influences who we become. The thesis is unique and contrary to most of the self-improvement books you see out there. Reading this book will certainly give you a new perspective on how you look at industry leaders, athletes, and other outliers in the world. I would encourage anyone who likes Gladwell's other books or similarly data driven books like Freakenomics to listen to this book.",2013-08-19
SIMON SAYS,5,A most ready for all.,,2013-08-11
Business Owner,5,Practical and Encouraging,,2013-08-06
Barbara Overgaard,5,A MUST READ if you like to understand things,,2013-07-18
Ben Smith,5,Seriously good book for driving.,,2013-07-09
Hugh,5,Fascinating,"Fascinating. A fascinating insight into what contributed to making people like the Beatles, Bill Gates, and disadvantaged school kids at a particular school successful, and thus a helpful guide to what can make me successful.",2013-07-03
J. Lee,5,Eye Opening!,"Eye Opening!. It is amazing that most of us think we know the story of success and it's components. In this book, Mr. Gladwell, looking from a different perspective, shines a whole new light on the process.  From hockey to billionaires, His theory posits that it takes more than skill or a genius mind to find the pinnacle of success. Timing and opportunity seem to play a larger role than we may have suspected. As I listened though, the truth seems to be quite clear. It takes a lot of things to line up just right to make a world changing individual. This is a great wake up call for parents, teachers, coaches or anybody else that might be in a position to guide, train or support a young aspirant in any field or endeavor. Are we missing out of 50% of the worlds talent? Listen to this book and decide for yourself. It is time well spent.",2013-06-30
Kev,5,Very Interesting,,2013-06-22
Billy,5,Another great one from Gladwell,"Another great one from Gladwell. All of Gladwell's books should be read and this one is no exception.  You will learn how the old ""education and hard work"" is not all it takes to become an exceptionally successful person.",2013-04-18
